+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                  1 |   2 |       NEW |      READY |
|                  1 |   1 |   RUNNING |    WAITING |
|                  1 |   2 |     READY |    RUNNING |
|                  2 |   3 |       NEW |      READY |
|                  2 |   2 |   RUNNING |    WAITING |
|                  2 |   3 |     READY |    RUNNING |
|                  3 |   4 |       NEW |      READY |
|                  3 |   3 |   RUNNING |    WAITING |
|                  3 |   4 |     READY |    RUNNING |
|                  4 |   1 |   WAITING |      READY |
|                  4 |   5 |       NEW |      READY |
|                  4 |   4 |   RUNNING |    WAITING |
|                  4 |   1 |     READY |    RUNNING |
|                  5 |   2 |   WAITING |      READY |
|                  5 |   1 |   RUNNING |    WAITING |
|                  5 |   2 |     READY |    RUNNING |
|                  6 |   3 |   WAITING |      READY |
|                  6 |   2 |   RUNNING |    WAITING |
|                  6 |   3 |     READY |    RUNNING |
|                  7 |   4 |   WAITING |      READY |
|                  7 |   3 |   RUNNING |    WAITING |
|                  7 |   4 |     READY |    RUNNING |
|                  8 |   1 |   WAITING |      READY |
|                  8 |   4 |   RUNNING |    WAITING |
|                  8 |   1 |     READY |    RUNNING |
|                  9 |   2 |   WAITING |      READY |
|                  9 |   1 |   RUNNING |    WAITING |
|                  9 |   2 |     READY |    RUNNING |
|                 10 |   3 |   WAITING |      READY |
|                 10 |   2 |   RUNNING |    WAITING |
|                 10 |   3 |     READY |    RUNNING |
|                 11 |   4 |   WAITING |      READY |
|                 11 |   3 |   RUNNING |    WAITING |
|                 11 |   4 |     READY |    RUNNING |
|                 12 |   1 |   WAITING |      READY |
|                 12 |   4 |   RUNNING |    WAITING |
|                 12 |   1 |     READY |    RUNNING |
|                 13 |   2 |   WAITING |      READY |
|                 13 |   1 |   RUNNING |    WAITING |
|                 13 |   2 |     READY |    RUNNING |
|                 14 |   3 |   WAITING |      READY |
|                 14 |   2 |   RUNNING |    WAITING |
|                 14 |   3 |     READY |    RUNNING |
|                 15 |   4 |   WAITING |      READY |
|                 15 |   3 |   RUNNING |    WAITING |
|                 15 |   4 |     READY |    RUNNING |
|                 16 |   1 |   WAITING |      READY |
|                 16 |   4 |   RUNNING |    WAITING |
|                 16 |   1 |     READY |    RUNNING |
|                 17 |   2 |   WAITING |      READY |
|                 17 |   1 |   RUNNING |    WAITING |
|                 17 |   2 |     READY |    RUNNING |
|                 18 |   3 |   WAITING |      READY |
|                 18 |   2 |   RUNNING |    WAITING |
|                 18 |   3 |     READY |    RUNNING |
|                 19 |   4 |   WAITING |      READY |
|                 19 |   3 |   RUNNING |    WAITING |
|                 19 |   4 |     READY |    RUNNING |
|                 20 |   1 |   WAITING |      READY |
|                 20 |   4 |   RUNNING |    WAITING |
|                 20 |   1 |     READY |    RUNNING |
|                 21 |   2 |   WAITING |      READY |
|                 21 |   1 |   RUNNING |    WAITING |
|                 21 |   2 |     READY |    RUNNING |
|                 22 |   3 |   WAITING |      READY |
|                 22 |   2 |   RUNNING |    WAITING |
|                 22 |   3 |     READY |    RUNNING |
|                 23 |   4 |   WAITING |      READY |
|                 23 |   3 |   RUNNING |    WAITING |
|                 23 |   4 |     READY |    RUNNING |
|                 24 |   1 |   WAITING |      READY |
|                 24 |   4 |   RUNNING |    WAITING |
