+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   2 |       NEW |      READY |
|                  0 |   3 |       NEW |      READY |
|                  0 |   4 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                  2 |   1 |   RUNNING |    WAITING |
|                  2 |   2 |     READY |    RUNNING |
|                  4 |   2 |   RUNNING |    WAITING |
|                  4 |   3 |     READY |    RUNNING |
|                  6 |   1 |   WAITING |      READY |
|                  8 |   2 |   WAITING |      READY |
|                 14 |   3 |   RUNNING |    WAITING |
|                 14 |   1 |     READY |    RUNNING |
|                 16 |   1 |   RUNNING |    WAITING |
|                 16 |   2 |     READY |    RUNNING |
|                 18 |   2 |   RUNNING |    WAITING |
|                 18 |   4 |     READY |    RUNNING |
|                 20 |   1 |   WAITING |      READY |
|                 20 |   4 |   RUNNING |    WAITING |
|                 20 |   1 |     READY |    RUNNING |
|                 22 |   2 |   WAITING |      READY |
|                 22 |   1 |   RUNNING |    WAITING |
|                 22 |   2 |     READY |    RUNNING |
|                 24 |   3 |   WAITING |      READY |
|                 24 |   4 |   WAITING |      READY |
|                 24 |   2 |   RUNNING |    WAITING |
|                 24 |   3 |     READY |    RUNNING |
|                 26 |   1 |   WAITING |      READY |
|                 28 |   2 |   WAITING |      READY |
|                 34 |   3 |   RUNNING |    WAITING |
|                 34 |   1 |     READY |    RUNNING |
|                 36 |   1 |   RUNNING |    WAITING |
|                 36 |   2 |     READY |    RUNNING |
|                 38 |   2 |   RUNNING |    WAITING |
|                 38 |   4 |     READY |    RUNNING |
|                 40 |   1 |   WAITING |      READY |
|                 40 |   4 |   RUNNING |    WAITING |
|                 40 |   1 |     READY |    RUNNING |
|                 42 |   2 |   WAITING |      READY |
|                 42 |   1 |   RUNNING |    WAITING |
|                 42 |   2 |     READY |    RUNNING |
|                 44 |   3 |   WAITING |      READY |
|                 44 |   4 |   WAITING |      READY |
|                 44 |   2 |   RUNNING |    WAITING |
|                 44 |   3 |     READY |    RUNNING |
|                 46 |   1 |   WAITING |      READY |
|                 48 |   2 |   WAITING |      READY |
|                 54 |   3 |   RUNNING |    WAITING |
|                 54 |   1 |     READY |    RUNNING |
|                 56 |   1 |   RUNNING |    WAITING |
|                 56 |   2 |     READY |    RUNNING |
|                 58 |   2 |   RUNNING |    WAITING |
|                 58 |   4 |     READY |    RUNNING |
|                 60 |   1 |   WAITING |      READY |
|                 60 |   4 |   RUNNING |    WAITING |
|                 60 |   1 |     READY |    RUNNING |
|                 62 |   2 |   WAITING |      READY |
|                 62 |   1 |   RUNNING |    WAITING |
|                 62 |   2 |     READY |    RUNNING |
|                 64 |   3 |   WAITING |      READY |
|                 64 |   4 |   WAITING |      READY |
|                 64 |   2 |   RUNNING |    WAITING |
|                 64 |   3 |     READY |    RUNNING |
|                 66 |   1 |   WAITING |      READY |
|                 68 |   2 |   WAITING |      READY |
|                 74 |   3 |   RUNNING |    WAITING |
|                 74 |   1 |     READY |    RUNNING |
|                 76 |   1 |   RUNNING |    WAITING |
|                 76 |   2 |     READY |    RUNNING |
|                 78 |   2 |   RUNNING |    WAITING |
|                 78 |   4 |     READY |    RUNNING |
|                 80 |   1 |   WAITING |      READY |
|                 80 |   4 |   RUNNING |    WAITING |
|                 80 |   1 |     READY |    RUNNING |
