+---------------------------------------------------+
| Time of Transition | PID | Old State |  New State |
+---------------------------------------------------+
|                  0 |   1 |       NEW |      READY |
|                  0 |   1 |     READY |    RUNNING |
|                  2 |   2 |       NEW |      READY |
|                  3 |   3 |       NEW |      READY |
|                  4 |   4 |       NEW |      READY |
|                  4 |   1 |   RUNNING |    WAITING |
|                  4 |   2 |     READY |    RUNNING |
|                  5 |   5 |       NEW |      READY |
|                  9 |   2 |   RUNNING |    WAITING |
|                  9 |   3 |     READY |    RUNNING |
|                 12 |   3 |   RUNNING |    WAITING |
|                 12 |   4 |     READY |    RUNNING |
|                 14 |   1 |   WAITING |      READY |
|                 14 |   4 |   RUNNING |    WAITING |
|                 14 |   1 |     READY |    RUNNING |
|                 18 |   1 |   RUNNING |    WAITING |
|                 18 |   5 |     READY |    RUNNING |
|                 21 |   2 |   WAITING |      READY |
|                 22 |   4 |   WAITING |      READY |
|                 22 |   5 |   RUNNING |    WAITING |
|                 22 |   2 |     READY |    RUNNING |
|                 27 |   3 |   WAITING |      READY |
|                 27 |   2 |   RUNNING |    WAITING |
|                 27 |   3 |     READY |    RUNNING |
|                 28 |   1 |   WAITING |      READY |
|                 30 |   3 |   RUNNING |    WAITING |
|                 30 |   1 |     READY |    RUNNING |
|                 32 |   5 |   WAITING |      READY |
|                 34 |   1 |   RUNNING |    WAITING |
|                 34 |   4 |     READY |    RUNNING |
|                 36 |   4 |   RUNNING |    WAITING |
|                 36 |   5 |     READY |    RUNNING |
|                 39 |   2 |   WAITING |      READY |
|                 40 |   5 |   RUNNING |    WAITING |
|                 40 |   2 |     READY |    RUNNING |
|                 44 |   1 |   WAITING |      READY |
|                 44 |   4 |   WAITING |      READY |
|                 45 |   3 |   WAITING |      READY |
|                 45 |   2 |   RUNNING |    WAITING |
|                 45 |   1 |     READY |    RUNNING |
|                 49 |   1 |   RUNNING |    WAITING |
|                 49 |   3 |     READY |    RUNNING |
|                 50 |   5 |   WAITING |      READY |
|                 52 |   3 |   RUNNING |    WAITING |
|                 52 |   4 |     READY |    RUNNING |
|                 54 |   4 |   RUNNING |    WAITING |
|                 54 |   5 |     READY |    RUNNING |
|                 57 |   2 |   WAITING |      READY |
|                 58 |   5 |   RUNNING |    WAITING |
|                 58 |   2 |     READY |    RUNNING |
|                 59 |   1 |   WAITING |      READY |
|                 62 |   4 |   WAITING |      READY |
|                 63 |   2 |   RUNNING |    WAITING |
|                 63 |   1 |     READY |    RUNNING |
|                 67 |   3 |   WAITING |      READY |
|                 67 |   1 |   RUNNING |    WAITING |
|                 67 |   3 |     READY |    RUNNING |
|                 68 |   5 |   WAITING |      READY |
|                 70 |   3 |   RUNNING |    WAITING |
|                 70 |   4 |     READY |    RUNNING |
|                 72 |   4 |   RUNNING |    WAITING |
|                 72 |   5 |     READY |    RUNNING |
|                 75 |   2 |   WAITING |      READY |
|                 76 |   5 |   RUNNING |    WAITING |
|                 76 |   2 |     READY |    RUNNING |
|                 77 |   1 |   WAITING |      READY |
|                 80 |   4 |   WAITING |      READY |
|                 81 |   2 |   RUNNING |    WAITING |
|                 81 |   1 |     READY |    RUNNING |
|                 85 |   3 |   WAITING |      READY |
|                 85 |   1 |   RUNNING |    WAITING |
|                 85 |   3 |     READY |    RUNNING |
|                 86 |   5 |   WAITING |      READY |
|                 88 |   3 |   RUNNING |    WAITING |
